Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-21,113.52270029155638,117.08906168727125,113.47424134083124,116.5075912475586,29854400,0.0,0
2019-03-22,115.80982660775554,115.8970438486463,113.42579257070102,113.43548583984375,33624500,0.0,0
2019-03-25,112.96061168415685,114.36583995685248,112.7280249814961,114.02664947509766,27067100,0.0,0
2019-03-26,114.95700275494278,115.04421999506484,113.24165642789664,114.26892852783203,26097700,0.0,0
2019-03-27,114.23984717825856,114.55965850865066,111.95272370227508,113.16412353515625,22733400,0.0,0
2019-03-28,113.81343653898216,113.9491127252731,112.54388451897748,113.31918334960938,18334800,0.0,0
2019-03-29,114.42398707648128,114.66626705313122,113.3482633886517,114.29800415039062,25399800,0.0,0
2019-04-01,115.27680454462077,115.43186727145239,114.45305414127172,115.34464263916016,22789100,0.0,0
2019-04-02,115.38338623599387,115.79042211911955,114.86006072380059,115.5093765258789,18142300,0.0,0
2019-04-03,116.1586931726315,116.7110911312701,115.47061904126038,116.26529693603516,22860700,0.0,0
2019-04-04,116.39129519487301,116.5172855103139,114.72440783136038,115.67414855957031,20112800,0.0,0
2019-04-05,115.70322234565462,116.51728689289385,115.683843201248,116.18778228759766,15826200,0.0,0
2019-04-08,116.11023495058576,116.31374921095124,114.97636661692222,116.22653198242188,15116200,0.0,0
2019-04-09,114.96667407295453,115.84857660055414,114.91822252139882,115.59660339355469,17612000,0.0,0
2019-04-10,116.06179379915936,116.63357095421175,115.84858625192031,116.478515625,16477200,0.0,0
2019-04-11,116.81769577919441,117.11812053626304,116.21683887126025,116.61418151855469,14209100,0.0,0
2019-04-12,116.91460971894669,117.24411428906565,116.65295063150273,117.21503448486328,19745100,0.0,0
2019-04-15,117.20534691778293,117.82558297679292,116.84676994243775,117.31195068359375,15792600,0.0,0
2019-04-16,117.88373290338379,117.89342617173114,116.39128751117802,117.04059600830078,14071800,0.0,0
2019-04-17,117.49607991944686,118.08724357605887,116.81769903175953,118.00971221923828,19300900,0.0,0
2019-04-18,118.41675627979808,119.7056800549413,117.55424020886416,119.56031799316406,27991000,0.0,0
2019-04-22,118.83347456946275,120.17085725456096,118.78501562111533,119.93827056884766,15648700,0.0,0
2019-04-23,120.26777415257526,121.70207481063579,120.00611504145903,121.56639862060547,24025500,0.0,0
2019-04-24,121.90557807831415,121.96372289913,120.67479181653292,121.14966583251953,31257000,0.0,0
2019-04-25,126.04373741390349,127.31328217315091,124.85172402460358,125.16183471679688,38033900,0.0,0
2019-04-26,125.69483216144955,126.48951747690077,125.03583781091424,125.87896728515625,23654900,0.0,0
2019-04-29,125.8886326605024,126.15998497096041,125.35562869984034,125.76265716552734,16324200,0.0,0
2019-04-30,125.80144180761626,126.66395785823966,125.39441325662942,126.56705474853516,24166500,0.0,0
2019-05-01,126.4992068627941,126.61549650727109,123.75659604231922,123.93103790283203,26821700,0.0,0
2019-05-02,124.02796070275727,124.04733984633731,121.64391938354358,122.31261444091797,27350200,0.0,0
2019-05-03,123.42707975609385,125.4331497508321,123.32047600262324,124.91951751708984,24911100,0.0,0
2019-05-06,122.48707267854942,124.59006124343182,122.21572026937733,124.19271850585938,24239800,0.0,0
2019-05-07,122.55489592779412,123.25266340612704,120.38406952371214,121.6439208984375,36017700,0.0,0
2019-05-08,121.56639347523894,122.46767521017752,120.89769842853684,121.63423156738281,28419000,0.0,0
2019-05-09,120.4519156506874,121.90559552956059,119.75414812582056,121.62454986572266,27235800,0.0,0
2019-05-10,121.0527609429733,123.97949956248864,119.99641648848434,123.2042007446289,30915100,0.0,0
2019-05-13,120.27745717956799,121.67299203681516,119.24049930475161,119.54092407226562,33944900,0.0,0
2019-05-14,120.04487514726448,121.99280066813047,119.880119158054,120.8783187866211,25266300,0.0,0
2019-05-15,120.86859191550262,123.25172145228355,120.3238708679099,122.58055114746094,24722700,0.46,0
2019-05-16,123.29061572880278,125.84883996053226,123.0085298003035,125.4111099243164,30112200,0.0,0
2019-05-17,124.80804805857777,126.8993772697346,124.42869287587791,124.5746078491211,25770500,0.0,0
2019-05-20,123.06689311249569,124.10768936263179,122.3276410952614,122.77508544921875,23706900,0.0,0
2019-05-21,123.95205697537142,124.04932619401713,123.12525748513428,123.4365234375,15293300,0.0,0
2019-05-22,123.16418589971632,124.73997420417098,123.06690924470664,124.1855239868164,15396500,0.0,0
2019-05-23,122.75564167395154,122.84318917810737,121.33549009873933,122.73619079589844,23603800,0.0,0
2019-05-24,123.44625979269608,123.94233506310057,122.53191275748084,122.79454040527344,14123400,0.0,0
2019-05-28,123.5143553945166,124.50651340792272,122.60973746119049,122.71673583984375,23128400,0.0,0
2019-05-29,121.95801538099032,121.96774453006482,120.654591409329,121.530029296875,22763100,0.0,0
2019-05-30,121.84128840849483,122.32764193847476,121.3743857544011,122.2984619140625,16829600,0.0,0
2019-05-31,120.83942003486823,121.21877525329855,119.95425291108607,120.30442810058594,26646800,0.0,0
2019-06-03,120.46977925279269,120.97559112752573,115.7618802007645,116.56922149658203,37983600,0.0,0
2019-06-04,117.96992784859137,119.91534224562267,117.35712498514663,119.79862213134766,29382600,0.0,0
2019-06-05,121.53975726918867,122.43465350086116,120.81995604518767,122.39574432373047,24926100,0.0,0
2019-06-06,122.98909532260915,124.47733608563523,122.17201745161117,124.33142852783203,21459000,0.0,0
2019-06-07,125.66404609341251,128.64052776368152,124.75942067543492,127.813720703125,33885600,0.0,0
2019-06-10,128.7864037530195,130.42055926770186,128.39732688122103,128.98095703125,26477100,0.0,0
2019-06-11,130.22601563099093,130.57619073855716,127.69697153830904,128.49459838867188,23913700,0.0,0
2019-06-12,127.81371308203421,128.3681632797241,127.14255761867256,127.9012680053711,17092500,0.0,0
2019-06-13,128.37785601128397,129.37002123222555,127.96932088320915,128.70858764648438,17200800,0.0,0
2019-06-14,128.6502357663698,130.13847644271905,128.047162113618,128.83505249023438,17821700,0.0,0
2019-06-17,129.01017008314213,130.08013917568238,128.91289341912253,129.2241668701172,14517800,0.0,0
2019-06-18,130.5275878950005,131.54893347317187,129.9245141511983,131.4711151123047,25934500,0.0,0
2019-06-19,131.3154781851836,132.220088799472,130.1579541878888,131.9866485595703,23744400,0.0,0
2019-06-20,133.69860336200878,133.9028784072186,132.01582404058536,133.21224975585938,33042600,0.0,0
2019-06-21,132.8523190716481,133.97092614455747,132.73559898538429,133.23167419433594,36727900,0.0,0
2019-06-24,133.26085153745203,134.6226353242604,133.26085153745203,134.01956176757812,20628800,0.0,0
2019-06-25,133.50406345474647,133.83478034121737,129.1074227465035,129.78831481933594,33327400,0.0,0
2019-06-26,130.68319295047522,132.03525510295856,129.95366269174684,130.27464294433594,23657700,0.0,0
2019-06-27,130.47894099113245,131.03339121000573,129.866130716027,130.48866271972656,16557500,0.0,0
2019-06-28,130.89720018501077,130.92638021031516,129.52567962637653,130.30384826660156,30043000,0.0,0
2019-07-01,132.90098185416423,132.9690636362412,131.28628443272254,131.97689819335938,22613500,0.0,0
2019-07-02,132.40488889084102,132.86206242623663,131.6461785219574,132.8523406982422,15237800,0.0,0
2019-07-03,133.0663531664282,133.98070034519358,132.5702629758066,133.70834350585938,13629300,0.0,0
2019-07-05,132.22980195314693,133.581864191688,132.01580520957938,133.31922912597656,18141100,0.0,0
2019-07-08,132.67724116642074,133.35814800342698,131.67535405090078,133.2219696044922,16779700,0.0,0
2019-07-09,132.28818960168257,133.23171684725784,132.093651114853,132.7356414794922,19953100,0.0,0
2019-07-10,133.38732671651206,134.79774901496094,133.28032834394932,134.08767700195312,24204400,0.0,0
2019-07-11,134.42811170442556,135.4202770539568,134.10711659597922,134.62265014648438,22327900,0.0,0
2019-07-12,135.06040056175303,135.33275739017438,134.24331523415503,135.10902404785156,18936800,0.0,0
2019-07-15,135.63429424718845,135.73155606171952,134.68104534771373,135.10902404785156,16651500,0.0,0
2019-07-16,135.16740902014314,135.25494911244485,132.79400090217422,133.33871459960938,22726100,0.0,0
2019-07-17,133.94177591268456,134.1654944085571,132.5021734400405,132.55081176757812,20211000,0.0,0
2019-07-18,131.85046578224262,132.89125478286212,130.99447868466083,132.69671630859375,30381800,0.0,0
2019-07-19,136.39300240657093,136.8307176705149,132.72589217029866,132.89125061035156,48992400,0.0,0
2019-07-22,133.65970477514753,135.39112246672968,133.58188641523734,134.65185546875,25074900,0.0,0
2019-07-23,135.94556166228026,136.16929501913398,134.26278225402734,135.48838806152344,18034600,0.0,0
2019-07-24,135.10905983525475,136.89885283624386,135.06043633627692,136.87939453125,20738300,0.0,0
2019-07-25,136.59725552037148,136.77235052227013,135.51756485171703,136.3638153076172,18356900,0.0,0
2019-07-26,136.53887961961956,137.81312344078307,136.4707978462459,137.48240661621094,19037600,0.0,0
2019-07-29,137.638051198469,137.6477729259855,135.56618037787862,137.18087768554688,16605900,0.0,0
2019-07-30,136.31519515911228,137.365720783585,135.9844782520565,136.51947021484375,16846500,0.0,0
2019-07-31,136.50000054935865,136.6556372605455,131.39328784691824,132.55081176757812,38598800,0.0,0
2019-08-01,133.26087920954032,137.09334774552232,133.19278258489436,134.2919464111328,40557500,0.0,0
2019-08-02,134.32112863558052,134.54486196964896,131.56836558199993,133.16360473632812,30791600,0.0,0
2019-08-05,129.66185542068098,130.27465078209548,127.21062944802696,128.6016082763672,42749600,0.0,0
2019-08-06,130.14825280159388,131.97693261677392,129.57435899901975,131.0139617919922,32696700,0.0,0
2019-08-07,130.13849051021916,131.94772650637887,128.23199269889716,131.58782958984375,33414500,0.0,0
2019-08-08,132.87182621962128,135.19659612721352,132.22009925214758,135.0993194580078,27496500,0.0,0
2019-08-09,134.82693806257822,135.57592672063944,132.73562363620363,133.95150756835938,23466700,0.0,0
2019-08-12,133.32897158636337,134.0974036777915,131.5489157820432,132.08389282226562,20484300,0.0,0
2019-08-13,132.3368088009348,135.01175342452382,131.31546333982513,134.8172149658203,25154600,0.0,0
2019-08-14,133.0800198246151,133.6265472950303,130.45472225473938,130.75726318359375,32527300,0.46,0
2019-08-15,131.1574058757551,131.34283803170482,129.06888165671558,130.4644775390625,28074400,0.0,0
2019-08-16,131.63562755887398,133.17762433412437,131.47947259363815,132.85556030273438,24449100,0.0,0
2019-08-19,134.53419149722302,135.21735086837,133.5972765798233,135.08071899414062,24355700,0.0,0
2019-08-20,134.88553485433778,135.37350796880838,133.93886582092418,133.9583740234375,21170800,0.0,0
2019-08-21,135.21733581027763,136.1347275315512,134.6805624742393,135.45155334472656,14970300,0.0,0
2019-08-22,135.32468815298705,135.85169248820037,133.0116857977447,134.46585083007812,18697000,0.0,0
2019-08-23,133.89004020763926,135.02214119311134,129.60563766859434,130.1814422607422,38508600,0.0,0
2019-08-26,131.74298287749647,132.29926446769178,130.6791902019349,132.19190979003906,20312600,0.0,0
2019-08-27,133.10930415372033,133.431368192856,131.4209213653037,132.47494506835938,23102100,0.0,0
2019-08-28,131.6356495133724,132.49447218189172,130.33763907040893,132.29928588867188,17393300,0.0,0
2019-08-29,133.94864561671054,135.11002423461179,133.61682740924175,134.79771423339844,20168700,0.0,0
2019-08-30,135.80290937295652,135.8321865679608,132.99219441024323,134.5439453125,23940100,0.0,0
2019-09-03,133.32401194016103,133.89981662829612,132.43589731772784,132.76771545410156,18869300,0.0,0
2019-09-04,133.99745491699343,134.37807344918946,133.19717165394655,134.31951904296875,17995900,0.0,0
2019-09-05,135.76386740589265,137.0033231667639,135.4222803020147,136.68125915527344,26101800,0.0,0
2019-09-06,136.6617426742645,136.80812864486188,134.87575937419177,135.75411987304688,20824500,0.0,0
2019-09-09,136.23229763038256,136.38845256333113,133.177596797754,134.21209716796875,25773900,0.0,0
2019-09-10,133.50942982177665,133.59726139699438,131.2745049073098,132.80674743652344,28903400,0.0,0
2019-09-11,132.64085431095455,132.99219554576322,131.8405712626513,132.84579467773438,24726100,0.0,0
2019-09-12,134.53416113276742,135.09044260523493,133.57772333727291,134.21209716796875,27010000,0.0,0
2019-09-13,134.46586416152059,134.73912790194663,133.28497761719888,134.01693725585938,23363100,0.0,0
2019-09-16,132.5627928224139,133.41186137075778,132.396883732034,133.05076599121094,16731400,0.0,0
2019-09-17,133.66561633807908,134.21214390195132,133.14835108110083,134.08526611328125,17814200,0.0,0
2019-09-18,134.0559634696232,135.33445054067602,133.24592637986507,135.1880645751953,23982100,0.0,0
2019-09-19,136.9252749583838,138.94547614552187,136.70081146909277,137.6767578125,35772100,0.0,0
2019-09-20,137.6181652563882,138.24277021489954,134.92455916501248,136.0859375,39167300,0.0,0
2019-09-23,135.88096816961334,136.2713555355774,135.1099773209367,135.7931365966797,17139300,0.0,0
2019-09-24,136.98380055159768,137.30586456421014,133.5875121603987,134.0754852294922,29773200,0.0,0
2019-09-25,134.19259781211127,136.5934319326136,132.75795575688852,136.0078582763672,21382000,0.0,0
